recipe_id,calories,protein_grams,carbs_grams,fats_grams,fiber_grams,sodium_mg,sugar_grams,source,confidence,review_status,notes,draft_status,matched_ingredient_count,unmatched_ingredients,fdc_matches
ph_517,100,8.3,6.2,3.6,0.4,363,0.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"1 can (12 ounces) 7-up or Sprite (no FDC match for can -up or sprite) | 3 bay leaves (no FDC match for bay leaves) | salt (ignored seasoning/water) | 5 cups oil (ignored frying oil reserve) | 2 shallots, peeled and chopped (no FDC match for shallots and) | 2 Thai chili peppers, peeled and minced (no FDC match for thai chili peppers and) | salt and pepper to taste (ignored seasoning/water)","1 whole pork leg => pork leg [100.0g, FDC local:pork] | 1 cup vinegar => vinegar [140.0g, FDC local:vinegar] | 1 head garlic, peeled and minced => garlic and [50.0g, FDC local:garlic] | 1 tablespoon peppercorns => peppercorns [8.0g, FDC local:corn] | 1 cup vinegar => vinegar [140.0g, FDC local:vinegar] | 1/4 soy sauce => soy sauce [25.0g, FDC local:soy sauce] | 3 cloves garlic, peeled and minced => garlic and [9.0g, FDC local:garlic]"
ph_518,643,11.8,4.5,63.6,0.6,519,1.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"1/2 cup water (ignored seasoning/water) | 1 bunch yard long beans (sitaw), ends trimmed and cut into 3-inch lengths (no FDC match for yard beans ends trimmed and) | salt and pepper to taste (ignored seasoning/water) | fried garlic bits, optional (missing quantity)","1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 pound pork belly, cut into thin strips => pork belly [453.6g, FDC local:pork belly] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 5 cloves garlic, peeled and minced => garlic and [15.0g, FDC local:garlic] | 3/4 cup vinegar => vinegar [105.0g, FDC local:vinegar] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce]"
ph_521,1029,95.0,10.6,65.6,2.1,704,3.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,"2 bay leaves (no FDC match for bay leaves) | 1 cup water (ignored seasoning/water) | 2 Thai chili peppers, stemmed and chopped (no FDC match for thai chili peppers stemmed and) | salt to taste (ignored seasoning/water)","3 pounds pork shoulder, cut into 2-inch cubes => pork shoulder [1360.8g, FDC local:pork] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 1 head garlic, peeled and minced => garlic and [50.0g, FDC local:garlic] | 1/2 teaspoon peppercorns => peppercorns [1.3g, FDC local:corn] | 1/2 cup vinegar => vinegar [70.0g, FDC local:vinegar] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce] | 1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 cup coconut milk => coconut milk [240.0g, FDC local:coconut milk]"
ph_522,208,7.3,14.3,13.8,2.4,217,2.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,10,"1/2 cup water (ignored seasoning/water) | 4 Thai chili peppers, stemmed and chopped (no FDC match for thai chili peppers stemmed and) | salt and pepper to taste (ignored seasoning/water)","1/4 cup canola oil => cooking oil [54.5g, FDC local:cooking oil] | 2 medium potatoes, peeled and quartered => potatoes and quartered [340.0g, FDC local:potato] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 2 cloves garlic, peeled and minced => garlic and [6.0g, FDC local:garlic] | 1 thumb-size ginger, peeled and julienned => -size ginger and [15.0g, FDC local:ginger] | 1 (3 to 4 pounds) whole chicken, cut into parts => chicken [100.0g, FDC local:chicken] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1 can (13.5 ounces) coconut milk => can coconut milk [100.0g, FDC local:coconut milk] | 1/2 red bell pepper, seeded, cored and sliced into strips => bell pepper seeded cored and into strips [60.0g, FDC local:bell pepper] | 1/2 green bell pepper, seeded, cored and sliced into strips => bell pepper seeded cored and into strips [60.0g, FDC local:bell pepper]"
ph_524,631,24.7,14.5,56.1,4.8,1302,7.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,"water for steaming (missing quantity) | 4 Thai chili peppers (no FDC match for thai chili peppers) | 1 small calabasa, peeled, seeded and cut into cubes (no FDC match for calabasa seeded and) | 1 bunch long beans (no FDC match for beans) | salt and pepper to taste (ignored seasoning/water)","6 blue crabs => blue crabs [600.0g, FDC local:crab] | 1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 5 cloves garlic, peeled and minced => garlic and [15.0g, FDC local:garlic] | 1 thumb-size ginger, peeled and julienned => -size ginger and [15.0g, FDC local:ginger] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 4 cups coconut milk => coconut milk [960.0g, FDC local:coconut milk] | 1 cup coconut cream => coconut cream [240.0g, FDC local:coconut cream]"
ph_525,436,72.4,6.3,11.8,1.5,789,1.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"4 cups water (ignored seasoning/water) | 1 large upo, peeled and cut into 2-inch wedges (about 2 cups) (no FDC match for upo and) | salt and pepper to taste (ignored seasoning/water)","1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 3 cloves garlic, peeled and minced => garlic and [9.0g, FDC local:garlic] | 2 thumb-sized ginger, peeled and julienned => -sized ginger and [30.0g, FDC local:ginger] | 2 pounds bone-in chicken, cut into 3-inch pieces => bone-in chicken [907.2g, FDC local:chicken] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce] | 1 bunch fresh spinach leaves, stems trimmed => spinach leaves stems trimmed [150.0g, FDC local:spinach]"
ph_526,908,90.9,11.9,51.4,1.6,842,2.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,water (ignored seasoning/water) | salt to taste (ignored seasoning/water) | green onion (missing quantity) | 1/2 cup canola oil (ignored frying oil reserve),"3 pounds bone-in beef shanks => bone-in beef shanks [1360.8g, FDC local:beef] | 1 onion => onion [110.0g, FDC local:onion] | 1 tablespoon peppercorns => peppercorns [8.0g, FDC local:corn] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce] | 1 napa cabbage => napa cabbage [100.0g, FDC local:cabbage] | 1 package (16 ounces) fresh egg noodles => package egg noodles [50.0g, FDC local:noodles] | 1 head garlic, peeled and minced => garlic and [50.0g, FDC local:garlic]"
ph_527,149,18.0,6.4,6.1,1.2,397,3.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,4 medium ampalaya (no FDC match for ampalaya) | 1 cup water (ignored seasoning/water) | salt and pepper to taste (ignored seasoning/water),"1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and thinly sliced => onion and thinly [110.0g, FDC local:onion] | 2 cloves garlic, peeled and minced => garlic and [6.0g, FDC local:garlic] | 2 large Roma tomatoes, chopped => roma tomatoes [240.0g, FDC local:tomato] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1/2 pound medium shrimp, peeled and deveined => shrimp and deveined [226.8g, FDC local:shrimp] | 2 eggs, beaten => eggs beaten [100.0g, FDC local:egg] | 1/2 teaspoon sugar => sugar [2.1g, FDC local:sugar]"
ph_529,649,63.4,14.3,35.4,1.7,1113,9.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,2 bay leaves (no FDC match for bay leaves) | 2 cups water (ignored seasoning/water) | salt to taste (ignored seasoning/water),"1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and sliced => onion and [110.0g, FDC local:onion] | 4 cloves garlic, peeled and minced => garlic and [12.0g, FDC local:garlic] | 2 pounds pork shanks or hocks, cut 2-inch thick => pork shanks or hocks cut -inch thick [907.2g, FDC local:pork] | 1/4 teaspoon peppercorns, cracked => peppercorns cracked [0.7g, FDC local:corn] | 1 cup vinegar => vinegar [140.0g, FDC local:vinegar] | 1/2 cup soy sauce => soy sauce [70.0g, FDC local:soy sauce] | 1/4 cup brown sugar => brown sugar [31.2g, FDC local:sugar] | 1/2 cup dried banana blossoms (lily buds) => dried banana blossoms [70.0g, FDC local:banana blossom]"
ph_530,941,92.1,19.7,52.0,3.0,862,6.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"cold water (missing quantity) | salt to taste (ignored seasoning/water) | fish sauce to taste (ignored seasoning/water) | calamansi juice to taste (ignored seasoning/water) | Thai chili peppers, chopped (missing quantity)","3 pounds bone-in beef shanks => bone-in beef shanks [1360.8g, FDC local:beef] | 1 large onion, peeled and quartered => onion and quartered [110.0g, FDC local:onion] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce] | 1 tablespoon peppercorns => peppercorns [8.0g, FDC local:corn] | 2 corn, husked and cut into halves => corn husked and [200.0g, FDC local:corn] | 1 bunch pechay, leaves separated => bok choy leaves separated [150.0g, FDC local:bok choy] | 2 green onions, stemmed and cut into halves => onions stemmed and [220.0g, FDC local:onion]"
ph_531,1186,104.8,27.4,72.0,5.1,834,7.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,11,salt and pepper to taste (ignored seasoning/water) | shrimp paste (missing quantity),"3 pounds pork shanks, cut into 2-inch thickness => pork shanks [1360.8g, FDC local:pork] | 2 large eggplant, ends trimmed and cut into 1-inch thick => eggplant ends trimmed and [100.0g, FDC local:eggplant] | 1 bundle long beans, sitaw, cut into 3-inch lengths => beans yardlong beans [150.0g, FDC local:yardlong beans] | 1 bundle pechay, ends trimmed and leaves separated => bok choy ends trimmed and leaves separated [150.0g, FDC local:bok choy] | 1/4 cup rice flour => rice flour [60.0g, FDC local:flour] | 1 1/2 tablespoons annatto powder => annatto powder [12.0g, FDC local:annatto oil] | 1 cup peanut butter => peanut butter [140.0g, FDC local:peanut butter] | 1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 medium onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 3 cloves garlic, peeled and minced => garlic and [9.0g, FDC local:garlic] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce]"
ph_532,442,19.7,24.4,32.8,6.4,382,9.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,2 finger chili peppers (no FDC match for finger chili peppers) | salt to taste (ignored seasoning/water),"1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 3 cloves garlic, peeled and minced => garlic and [9.0g, FDC local:garlic] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 2 cups coconut milk => coconut milk [480.0g, FDC local:coconut milk] | 2 cups kalabasa (kabocha squash), pared, seeded and cut into 2-inch chunks => squash pared seeded and [280.0g, FDC local:squash] | 2 cups sitaw (long beans), ends trimmed and cut into 3-inch lengths => yardlong beans ends trimmed and [280.0g, FDC local:yardlong beans] | 1/2 pound large shrimp, tendrils trimmed => shrimp tendrils trimmed [226.8g, FDC local:shrimp]"
ph_535,191,18.3,16.6,5.6,1.5,66,2.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"2 pieces Chinese sausage, sliced thin in a bias (no FDC match for chinese sausage thin in a bias) | 1 head broccoli, cut into florets (no FDC match for broccoli) | fried garlic bits (missing quantity) | green onions, chopped (missing quantity) | calamansi, halved (missing quantity)","2 packs Lucky Me Instant Pancit Canton or Indomie instant ramen noodles => packs lucky me instant pancit canton or indomie instant ramen noodles [200.0g, FDC local:noodles] | 1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 1/4 pound boneless chicken breast, sliced thinly => boneless chicken breast thinly [113.4g, FDC local:chicken] | 1/4 pound shrimp, peeled and deveined => shrimp and deveined [113.4g, FDC local:shrimp] | 1 large carrot, peeled and julienned => carrot and [60.0g, FDC local:carrot]"
ph_536,56,1.3,5.3,3.6,0.8,483,1.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,"2 tablespoons butter (no FDC match for butter) | 2 pounds oysters, (meat only), drained well (no FDC match for oysters drained well) | pepper to taste (ignored seasoning/water) | 1/4 cup calamansi juice (no FDC match for calamansi juice) | salt to taste (ignored seasoning/water)","1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 4 cloves garlic, peeled and minced => garlic and [12.0g, FDC local:garlic] | 2 thumb size ginger, peeled and julienned => size ginger and [30.0g, FDC local:ginger] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce]"
ph_537,271,24.6,7.5,15.0,2.3,391,3.9,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"6 cups water (ignored seasoning/water) | 2 cups kamias (no FDC match for kamias) | 1 banana chili (no FDC match for banana chili) | 1 cup labanos (radish), peeled and cut into chunks (no FDC match for labanos and) | 1 cup long beans, ends trimmed and cut into 3-inch lengths (no FDC match for beans ends trimmed and) | salt to taste (ignored seasoning/water)","1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1 small onion, peeled and quartered => onion and quartered [110.0g, FDC local:onion] | 2 medium tomatoes, quartered => tomatoes quartered [240.0g, FDC local:tomato] | 1 pound salmon belly, scaled and cut into pieces => salmon belly scaled and [453.6g, FDC local:salmon] | 1 eggplant, stemmed and cut into chunks => eggplant stemmed and [50.0g, FDC local:eggplant] | 4 pieces okra, ends trimmed => okra ends trimmed [48.0g, FDC local:okra] | 1 bunch bok choy => bok choy [150.0g, FDC local:bok choy]"
ph_539,959,94.0,9.7,58.0,1.3,696,2.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,1/2 cup calamansi or lemon juice (no FDC match for calamansi or lemon juice) | 1/4 teaspoon pepper (no FDC match for pepper) | 1 cup water (ignored seasoning/water) | salt to taste (ignored seasoning/water),"3 pounds bone-in pork chops, about 1/4 inch thick => bone-in pork chops about inch thick [1360.8g, FDC local:pork] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce] | 1 large onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 1 head garlic, peeled and minced => garlic and [50.0g, FDC local:garlic] | 3 tablespoons canola oil => cooking oil [40.8g, FDC local:cooking oil] | 1 small onion, peeled and sliced into rings => onion and into rings [110.0g, FDC local:onion]"
ph_540,220,28.5,6.0,9.8,1.2,426,2.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,2 Thai chili peppers or Finger chili peppers (no FDC match for thai chili peppers or finger chili peppers) | salt and pepper to taste (ignored seasoning/water),"1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 1 thumb-size ginger, peeled and julienned => -size ginger and [15.0g, FDC local:ginger] | 4 cloves garlic, peeled and minced => garlic and [12.0g, FDC local:garlic] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1 can (13.5 ounces) coconut milk => can coconut milk [100.0g, FDC local:coconut milk] | 1 pound large shrimps, tendrils trimmed => shrimps tendrils trimmed [453.6g, FDC local:shrimp]"
ph_541,410,38.0,17.2,21.2,2.6,409,5.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,"1/2 cup water (ignored seasoning/water) | 1 bay leaf (no FDC match for bay leaf) | salt and pepper to taste (ignored seasoning/water) | 2 Thai chili peppers, stemmed and minced (no FDC match for thai chili peppers stemmed and)","2 pounds squid => squid [907.2g, FDC local:squid] | 4 cloves garlic, peeled and chopped => garlic and [12.0g, FDC local:garlic] | 1/2 cup vinegar => vinegar [70.0g, FDC local:vinegar] | 1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 1 thumb-sized ginger, peeled and julienned => -sized ginger and [15.0g, FDC local:ginger] | 2 large Roma tomatoes, chopped => roma tomatoes [240.0g, FDC local:tomato] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1 cup coconut milk => coconut milk [240.0g, FDC local:coconut milk]"
ph_542,55,2.6,5.5,2.3,0.5,412,1.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"2 pounds pig face (snouts, ears, and jowls) (no FDC match for pig face) | 2 bay leaves (no FDC match for bay leaves) | 1 tablespoon salt (ignored seasoning/water) | water (ignored seasoning/water) | 6 Thai chili peppers, stemmed and minced (no FDC match for thai chili peppers stemmed and) | 1/2 cup calamansi juice (no FDC match for calamansi juice) | 1 tablespoon Liquid seasoning (I used Maggi) (no FDC match for liquid seasoning) | pepper to taste (ignored seasoning/water)","1 cup vinegar => vinegar [140.0g, FDC local:vinegar] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce] | 1 head garlic, peeled and crushed => garlic and [50.0g, FDC local:garlic] | 1 teaspoon whole peppercorns => peppercorns [2.7g, FDC local:corn] | 1 large onion, peeled and diced => onion and [110.0g, FDC local:onion] | 1/2 cup liver spread => liver spread [70.0g, FDC local:liver spread]"
ph_544,372,7.8,9.9,33.9,2.6,322,3.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,"2 cups water (ignored seasoning/water) | 1/2 bunch long beans, ends trimmed and cut into 3-inch lengths (no FDC match for beans ends trimmed and) | 1 medium ampalaya (bittermelon), seeded, halved and cut into 1-inch thick (no FDC match for ampalaya seeded halved and) | salt and pepper to taste (ignored seasoning/water)","1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 2 cloves garlic, peeled and minced => garlic and [6.0g, FDC local:garlic] | 1/2 pound pork belly, cut into 1-inch cubes => pork belly [226.8g, FDC local:pork belly] | 1 tablespoon shrimp paste => shrimp paste [17.0g, FDC local:shrimp paste] | 2 Roma tomatoes, chopped => roma tomatoes [240.0g, FDC local:tomato] | 1/2 small kalabasa, peeled and cut into pieces => squash and [50.0g, FDC local:squash] | 8 okra, ends trimmed => okra ends trimmed [96.0g, FDC local:okra] | 1 large eggplant, ends trimmed and cut into 1-inch thick => eggplant ends trimmed and [50.0g, FDC local:eggplant]"
ph_546,882,16.3,22.5,80.5,4.4,76,2.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"salt and pepper to taste (ignored seasoning/water) | 8 cups water (ignored seasoning/water) | 1 (6-inch) radish, peeled and sliced to 1/2-inch thick half-rounds (no FDC match for radish and to -inch thick half-rounds) | 1/2 bunch long beans, ends trimmed and cut into 3-inch lengths (no FDC match for beans ends trimmed and) | 2 banana or finger chilies (no FDC match for banana or finger chilies) | 15 large tamarind pods or 1 1/2 packages (1.41 ounces each) tamarind base powder (no FDC match for tamarind pods or packages tamarind base powder)","2 pounds pork belly, sliced into 1/2-thick strips => pork belly into -thick strips [907.2g, FDC local:pork belly] | 1 medium onion, peeled and quartered => onion and quartered [110.0g, FDC local:onion] | 2 large tomatoes, quartered => tomatoes quartered [240.0g, FDC local:tomato] | 4 pieces gabi, peeled and halved => gabi and halved [400.0g, FDC local:taro] | 1 eggplant, ends trimmed and sliced to 1/2-inch thick half-rounds => eggplant ends trimmed and to -inch thick half-rounds [50.0g, FDC local:eggplant] | 6 pieces okra, ends trimmed => okra ends trimmed [72.0g, FDC local:okra] | 1 bunch bok choy, ends trimmed and separated into leaves => bok choy ends trimmed and separated into leaves [150.0g, FDC local:bok choy]"
ph_547,445,59.7,15.4,17.0,3.2,1446,4.9,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"6 cups water (ignored seasoning/water) | 1 package (1.4 ounces) tamarind base (no FDC match for package tamarind base) | 1 tablespoon fish sauce to taste (ignored seasoning/water) | 1 radish, labanos, peeled and cut into 1/-inch thick wedges (no FDC match for radish labanos and) | 1 bunch mustard leaves, ends trimmed and cut into 4-inch lengths (no FDC match for mustard leaves ends trimmed and) | salt to taste (ignored seasoning/water)","1 tablespoon canola oil => cooking oil [13.6g, FDC local:cooking oil] | 1 onion, peeled and chopped => onion and [110.0g, FDC local:onion] | 3 cloves garlic, peeled and minced => garlic and [9.0g, FDC local:garlic] | 1 thumb-size ginger, peeled and julienned => -size ginger and [15.0g, FDC local:ginger] | 2 tomatoes, chopped => tomatoes [240.0g, FDC local:tomato] | 1 cup miso soy paste => soybean paste soy paste [140.0g, FDC local:soybean paste] | 2 pounds (about 2 pounds) whole catfish, cleaned, gutted, and cut into parts => catfish gutted and [907.2g, FDC local:fish]"
ph_548,77,7.5,9.1,1.4,1.0,499,5.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,"1/4 cup salt (no FDC match for salt) | 5 calamansi, cut into halves (no FDC match for calamansi) | canola oil (missing quantity) | 1/2 cup water (ignored seasoning/water) | 2 bay leaves (no FDC match for bay leaves) | 1 whole star anise (no FDC match for star anise) | fried garlic bits (missing quantity) | green onions, chopped (missing quantity)","1 (about 2 pounds) whole catfish, cleaned and gutted => catfish and gutted [100.0g, FDC local:fish] | 1/4 cup soy sauce => soy sauce [35.0g, FDC local:soy sauce] | 4 cloves garlic => garlic [12.0g, FDC local:garlic] | 1/4 teaspoon peppercorns, cracked => peppercorns cracked [0.7g, FDC local:corn] | 1 onion, peeled and sliced thinly => onion and thinly [110.0g, FDC local:onion] | 1 thumb-sized ginger, peeled and julienned => -sized ginger and [15.0g, FDC local:ginger] | 1 large Roma tomato, chopped => roma tomato [120.0g, FDC local:tomato] | 1/4 cup vinegar => vinegar [35.0g, FDC local:vinegar] | 1 tablespoon sugar => sugar [12.5g, FDC local:sugar]"
ph_549,601,61.0,7.1,34.3,2.1,483,3.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,"8 cups water (ignored seasoning/water) | 1 pound (about 10 to 12 pieces) large ripe and semi-ripe guavas, peeled, quartered, and seeded (no FDC match for and semi- guavas quartered and seeded) | salt and pepper to taste (ignored seasoning/water)","2 pounds boneless beef shanks, cut into serving pieces => boneless beef shanks [907.2g, FDC local:beef] | 1 onion, peeled and quartered => onion and quartered [110.0g, FDC local:onion] | 1 tablespoon fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 3 Roma tomatoes, chopped => roma tomatoes [360.0g, FDC local:tomato] | 1 small bunch kangkong => kangkong [100.0g, FDC local:spinach]"
ph_550,31,0.8,5.5,0.1,0.8,396,2.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,"3 pounds goat head and feet (or other parts), cut into serving pieces (no FDC match for goat and feet) | salt (ignored seasoning/water) | water (ignored seasoning/water) | 1 pound unripe tamarind (no FDC match for unripe tamarind) | 5 finger chili peppers (no FDC match for finger chili peppers) | salt to taste (ignored seasoning/water)","2 cups vinegar => vinegar [280.0g, FDC local:vinegar] | 1 onion, peeled and quartered => onion and quartered [110.0g, FDC local:onion] | 2 thumb-size ginger, pounded => -size ginger [30.0g, FDC local:ginger] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce] | 1 bunch green onions, stemmed and chopped => onions stemmed and [150.0g, FDC local:onion]"
